"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4102575";"";"None";"2139.65";"None";"None";"5; RTD-1 G10D";"CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4008432";"Inhibition of Bacillus anthracis lethal factor protease preincubated for 30 mins prior to addition of substrate containing fluorescent proteins CyPet and YPet measured every 2 mins for 3 hrs in presence of 0.1% BSA by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4007405";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4094836";"";"None";"2083.54";"None";"None";"3; RTD-1 L6D";"CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N3)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2";"IC50";"'='";"1942.0";"nM";"5.71";"";"";"UO_0000065";"2.74";"None";"None";"None";"0";"CHEMBL4008429";"Inhibition of Bacillus anthracis lethal factor protease preincubated for 30 mins prior to addition of substrate containing fluorescent proteins CyPet and YPet measured every 2 mins for 3 hrs by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4007405";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL551041";"";"None";"402.52";"0";"4.83";"47";"COc1ccc(S(=O)(=O)Nc2sccc2-c2nc3ccccc3s2)cc1";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"11.79";"0.25";"-0.09";"6.95";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL556886";"";"None";"566.76";"3";"5.23";"99";"CSc1nccc(S(=O)(=O)c2ccc(S(=O)(=O)Nc3sccc3-c3nc4ccccc4s3)s2)n1";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"8.37";"0.19";"-0.49";"3.99";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL564671";"";"None";"435.00";"1";"6.10";"21";"Cc1ccc(S(=O)(=O)Nc2scc(C)c2-c2nc3ccccc3s2)cc1Cl";"IC50";"'='";"8900.0";"nM";"5.05";"";"";"UO_0000065";"11.61";"0.26";"-1.05";"8.55";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL3099026";"";"None";"328.38";"0";"3.93";"18h";"Cc1cc(N)c2cc(NC(=O)c3ccc4ccccc4n3)ccc2n1";"IC50";"'='";"81000.0";"nM";"4.09";"";"";"UO_0000065";"12.46";"0.22";"0.16";"5.06";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3634972";"";"None";"418.49";"0";"2.44";"5g";"Cc1cc(S(=O)(=O)N(CCCCCCCC(=O)O)[C@H](C)C(=O)NO)ccc1F";"IC50";"'='";"47000.0";"nM";"4.33";"";"";"UO_0000065";"10.34";"0.21";"1.89";"3.49";"0";"CHEMBL3637359";"Inhibition of Bacillus anthracis Lethal factor after 10 mins by mobility shift protease assay using 8 uM FITC as substrate";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL271701";"";"None";"430.63";"1";"6.46";"6";"CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(C(=O)NO)cc1";"IC50";"'='";"42000.0";"nM";"4.38";"";"";"UO_0000065";"10.16";"0.19";"-2.08";"5.58";"0";"CHEMBL934095";"Inhibition of Bacillus anthracis lethal factor by cell-based assay";"B";"BAO_0000219";"cell-based format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1144040";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL597599";"";"None";"450.55";"0";"4.50";"35b";"c1cc(C2=NCCCN2)ccc1Oc1ccc(-c2nc3ccc(C4=NCCCN4)cc3[nH]2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL379315";"";"None";"382.85";"0";"4.97";"14";"CC1=NN(c2ccc(Cl)c(C(=O)O)c2)C(=O)/C1=C\c1ccc(C(C)C)cc1";"IC50";"'='";"8200.0";"nM";"5.09";"";"";"UO_0000065";"13.29";"0.26";"0.12";"7.27";"0";"CHEMBL871509";"Inhibition of Anthrax lethal factor activity by HPLC assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL386614";"";"None";"408.80";"0";"3.76";"17";"O=C1NN(c2ccc(Cl)cc2)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)cc2)o1";"IC50";"'='";"10500.0";"nM";"4.98";"";"";"UO_0000065";"12.18";"0.23";"1.22";"4.99";"0";"CHEMBL871508";"Inhibition of Anthrax lethal factor activity by microplate assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL4210673";"";"None";"2001.52";"None";"None";"Clone#14";"CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CN)C(C)C)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O";"IC50";"'='";"971.0";"nM";"6.01";"";"";"UO_0000065";"3.00";"None";"None";"None";"0";"CHEMBL4186160";"Inhibition of Bacillus anthracis lethal factor protease using substrate containing CyPet and YPet linked by RRKKVYPYPMEGTIA sequence preincubated for 30 mins followed by substrate addition measured every 2 mins for 3 hrs by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4184151";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL3634967";"";"None";"445.94";"0";"1.72";"5b";"Cc1cc(S(=O)(=O)N(Cc2ccc(CCN)cc2)[C@H](C)C(=O)NO)ccc1F.Cl";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"14.46";"0.29";"4.20";"5.25";"0";"CHEMBL3637359";"Inhibition of Bacillus anthracis Lethal factor after 10 mins by mobility shift protease assay using 8 uM FITC as substrate";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3634960";"";"None";"410.47";"0";"2.24";"3g";"Cc1cc(S(=O)(=O)N(CCOCc2ccccc2)[C@H](C)C(=O)NO)ccc1F";"IC50";"'='";"57000.0";"nM";"4.24";"";"";"UO_0000065";"10.34";"0.21";"2.00";"4.42";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL81398";"";"None";"111.10";"0";"0.09";"1,2-HOPO";"O=c1ccccn1O";"IC50";"'='";"5000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3370493";"Binding affinity to anthrax lethal factor";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3351893";"1";"Scientific Literature";"J Med Chem";"2014";"None";""
"CHEMBL1933884";"";"None";"317.37";"0";"4.95";"12d";"N#C/C(=C\c1ccc(-c2ccco2)s1)c1nc2ccccc2[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1936265";"Inhibition of Bacillus anthracis lethal factor using MCA-KKVYPYPME[dnp]Kamide peptide substrate after 30 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1933027";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL633";"AMIODARONE";"4.0";"645.32";"2";"6.94";"Amiodarone";"CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"8.45";"0.24";"-1.48";"12.78";"0";"CHEMBL953930";"Protection against Bacillus anthracis lethal toxin-mediated cytotoxicity in mouse RAW264.7 cells assessed as change in viability after 24 hrs by WST1 dye reduction assay";"B";"BAO_0000219";"cell-based format";"Bacillus anthracis";"None";"None";"RAW264.7";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157366";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"CHEMBL3307977";""
"CHEMBL1933876";"";"None";"356.82";"1";"5.34";"10a";"N#C/C(=C\c1cc(-c2ccccc2)cnc1Cl)c1nc2ccccc2[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1936265";"Inhibition of Bacillus anthracis lethal factor using MCA-KKVYPYPME[dnp]Kamide peptide substrate after 30 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1933027";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL3634976";"";"None";"417.50";"0";"1.72";"7d";"CC(=O)NCCCCCCN([C@H](C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C)c1";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"11.63";"0.24";"3.13";"4.19";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL202393";"";"None";"340.32";"0";"1.51";"17";"CC(C)[C@@H](NS(=O)(=O)c1ccc(C(F)(F)F)cc1)C(=O)NO";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL861855";"Inhibition of LF by MACK assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL552047";"";"None";"420.97";"1";"5.79";"62";"Cc1c(Cl)cccc1S(=O)(=O)Nc1sccc1-c1nc2ccccc2s1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL215449";"";"None";"549.26";"2";"5.45";"2";"O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4ccc(Br)cc4C(=O)O)o3)C2=O)c1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"10.46";"0.22";"0.29";"4.77";"0";"CHEMBL871509";"Inhibition of Anthrax lethal factor activity by HPLC assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL4074171";"";"None";"2607.20";"None";"None";"13";"N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N3)C(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)N2";"IC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"2.83";"None";"None";"None";"0";"CHEMBL4008429";"Inhibition of Bacillus anthracis lethal factor protease preincubated for 30 mins prior to addition of substrate containing fluorescent proteins CyPet and YPet measured every 2 mins for 3 hrs by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4007405";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4070379";"";"None";"2452.97";"None";"None";"11";"C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N3)C(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)N2";"IC50";"'='";"83.0";"nM";"7.08";"";"";"UO_0000065";"2.89";"None";"None";"None";"0";"CHEMBL4008429";"Inhibition of Bacillus anthracis lethal factor protease preincubated for 30 mins prior to addition of substrate containing fluorescent proteins CyPet and YPet measured every 2 mins for 3 hrs by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4007405";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL560224";"";"None";"345.45";"0";"4.22";"114";"COc1ccc(-c2ccc(S(=O)(=O)Nc3cccs3)cc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL569370";"";"None";"239.32";"0";"2.55";"119";"O=S(=O)(Nc1ccccc1)c1cccs1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL557083";"";"None";"400.91";"1";"5.42";"104";"O=S(=O)(Nc1nc2ccccc2s1)c1ccc(-c2ccc(Cl)cc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL560217";"";"None";"539.15";"2";"7.57";"106";"O=S(=O)(NC1=C(c2nc3ccccc3s2)C2CCCCC2S1)c1ccc(-c2ccc(Cl)cc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL4213097";"";"None";"2007.39";"None";"None";"Clone#29";"CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CN)[C@@H](C)O)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4186160";"Inhibition of Bacillus anthracis lethal factor protease using substrate containing CyPet and YPet linked by RRKKVYPYPMEGTIA sequence preincubated for 30 mins followed by substrate addition measured every 2 mins for 3 hrs by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4184151";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL114272";"";"None";"302.35";"0";"0.50";"2";"COc1ccc(S(=O)(=O)N[C@@H](C(=O)NO)C(C)C)cc1";"IC50";"'='";"7300.0";"nM";"5.14";"";"";"UO_0000065";"16.99";"0.35";"4.64";"4.90";"0";"CHEMBL861855";"Inhibition of LF by MACK assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL4073105";"";"None";"2081.61";"None";"None";"RTD-1";"CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"3.08";"None";"None";"None";"0";"CHEMBL4008429";"Inhibition of Bacillus anthracis lethal factor protease preincubated for 30 mins prior to addition of substrate containing fluorescent proteins CyPet and YPet measured every 2 mins for 3 hrs by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4007405";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL551580";"";"None";"513.07";"2";"7.15";"124";"COc1ccc(-c2ccc(S(=O)(=O)Nc3sccc3-c3nc4ccccc4s3)cc2Cl)cc1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"10.76";"0.23";"-1.63";"8.09";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL561169";"";"None";"296.32";"0";"1.42";"2";"CCOC(=O)CCc1c(CC(=O)OCC)c[nH]c1/C=N/O";"IC50";"'='";"4200.0";"nM";"5.38";"";"";"UO_0000065";"18.15";"0.35";"3.96";"5.32";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL563584";"";"None";"422.56";"1";"5.98";"66";"O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1ccc2ccccc2c1";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"12.06";"0.25";"-0.88";"8.63";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
